Load ID, Loan Grad, Exception IDs
6800757.44, 4, 1
4094607.99, 4, 1
6109048.15, 4, 1
8624616.57, 0, 
8567807.84, 23, 2|3|4
9338967.54, 42, 1|2|3|4
5410431.46, 0, 
860165.76, 0, 
5131953.31, 6, 1|3
5227774.47, 0, 3
5250860.36, 0, 
4356979.72, 4, 1
4228249.19, 14, 1|3
7891549.01, 15, 1|2|3|4
5420189.36, 10, 2|3
5327415.88, 4, 1
7658504.66, 0, 
3664831.3, 14, 1|3
3301432.1, 3, 2|3
2649945.17, 10, 1|3
429333.62, 8, 1|3
2646333.09, 5, 1|2|3
8600622.06, NaN, 3|4
6938813.53, 4, 1
2056829.14, 4, 3
6184972.96, 4, 3
7589459.62, 10, 3
225652.82, 12, 1|3
2893366.16, 2, 3
3652417.67, 8, 1|3
5924538.27, 2, 3
7999485.34, 2, 3
87264.48, 6, 3
6900006.99, 4, 1|3
4883354.68, 4, 3
4439533.58, 2, 3
778699.97, 9, 1|2|3
4742920.55, 12, 1|3
7139433.47, 6, 1|2
5192180.46, 13, 2|3
167648.42, 7, 1|2
6670791.92, 14, 1|3
9292620.83, 4, 1|3
4801829.35, 0, 
3054865.94, 14, 1|3
4409707.9, 10, 1|3
1281046.55, 0, 
6905550.6, 4, 1
1884295.6, 4, 1
5409233.61, 6, 1|3
6050896.16, 5, 1|2
829428.07, 14, 1|3
8427169.94, 10, 3
5140638.01, 10, 4
6124498.97, 0, 
873398.79, 0, 
9593577.61, 8, 1|3
1278817.19, 17, 1|2|3
5612377.77, 4, 1
2832914.68, 8, 1|3
419034.09, 4, 1|3
1860228.44, 2, 3
1626087.39, 0, 
8353202.04, 4, 1
6191521.5, 3, 2
9722404.35, 0, 
2704674.98, 4, 1
484271.25, 44, 1|4
8315832.43, 14, 1|2|3
283296.6, 4, 1
9897550.42, 0, 
3481408.71, 8, 3
8479377.45, 2, 2
5380007.81, 4, 1
8852834.45, 60, 1|3|4
2320658.63, 9, 1|2|3
8843713.33, 10, 1|3
1290938.29, 0, 
5861250.38, 0, 
7021368.61, 0, 
304354.22, 0, 
8035314.54, 9, 1|2|3
94044.66, 0, 
6195644.48, 0, 
4716985.28, 6, 1|3
7856850.1, 9, 1|2|3
7643444.18, 2, 3
673792.69, 9, 1|2|3
4955380.48, 4, 1
8568305.76, 0, 
3564057.38, 4, 1
3663089.26, 7, 1|2|3
401354.25, 10, 2|3
290627.77, 0, 
9063061.84, 12, 1|3
2652306.08, 1, 2
8077047.71, 5, 1|2
511594.07, 0, 
2000005.82, 2, 2
9363302.7, 4, 1
3474150.19, 4, 1
6332170.22, 4, 1
2677231.0, 4, 1
8952156.15, 4, 1
7477752.61, 4, 1
6966869.9, 0, 
2000047.51, 0, 
602152.44, 1, 2|3
4266764.38, 14, 1|3
6615786.8, 1, 2|3
3383876.47, 4, 3
2105169.58, 5, 1|2
3993300.44, 4, 1
8441111.81, 6, 3
5845872.4, 0, 3
9302014.38, 4, 1
8392425.09, 4, 1
1145406.52, 4, 1
3471577.75, 4, 1
7982126.52, 1, 2
4058208.99, 0, 
1987776.43, 2, 3
7335833.11, 14, 1|3
5404590.93, 3, 2
2686714.92, 0, 
2478873.05, 0, 
342912.29, 0, 
4350811.31, 4, 1
3366413.73, 4, 1|3
9283670.62, 14, 1|3
3394995.37, 4, 1
63291.53, 4, 1
5046808.01, 10, 3
5148389.89, 0, 
1763647.92, 4, 1
834049.44, 0, 
8296701.24, 0, 
7524633.09, 13, 2|3
2075583.48, 4, 1
1854237.63, 0, 
2883056.97, 4, 1
7413363.37, 0, 
866402.22, 0, 
3679002.92, 0, 
7253221.33, 6, 1|3
5435334.57, 0, 3
7232443.95, 4, 3
1384210.6, 0, 
2796948.94, 4, 1
4454510.97, 0, 
481464.3, 4, 1|3
2898283.28, 14, 1|3
8050086.01, 7, 1|2|3
8849350.56, 0, 
3983693.88, 14, 1|3
5199126.46, 4, 3
8073665.56, 15, 1|2|4
551017.9, 0, 3
3789904.3, 4, 1
5401964.44, 4, 3
7967544.27, 14, 1|3
1453811.9, 4, 1
5279003.01, 0, 
9863200.03, 4, 1
2206458.21, 0, 
3117729.77, 4, 1
1670506.8, 9, 1|2|3
5475533.59, 6, 1|2
846468.08, 0, 
718823.22, 4, 1
5148251.06, 2, 3
4801469.83, 0, 3
2292032.86, 4, 1
113327.58, 14, 1|3
1079158.84, 0, 
3945691.15, 4, 1
1062745.55, 6, 1|3
3797163.16, 7, 1|2
8356733.75, 0, 
3859249.11, 0, 
7425392.19, 10, 3
5775502.4, 0, 
6184692.53, 14, 1|3
6469781.42, 4, 1
2810771.83, 0, 
6761819.13, 4, 1
1885885.07, 10, 2|3
3818020.32, 4, 3
8596584.21, 4, 1
17479.67, 4, 1
548428.22, 8, 3
2557749.13, 0, 
351648.68, 10, 1|3
2193837.94, 4, 1
767488.48, 4, 1
5853385.03, 7, 1|2|3
940911.12, 8, 3
4610917.47, 6, 3
6261552.81, 10, 3
9838354.51, 0, 
762554.99, 0, 3
3245599.0, 12, 1|3
1363927.11, 4, 1
7329499.67, 4, 3
9912288.62, 8, 3
7850096.0, 4, 1
7610702.92, 0, 
987350.13, 0, 
5810067.99, 21, 3|4
567207.59, 0, 
2712202.96, 10, 1|3
8366574.71, 10, 3
2701836.13, 0, 
6698001.57, 0, 
6702177.38, 84, 1|4
7299216.8, 0, 
1484502.33, 4, 1
9303869.39, 3, 2|3
6435869.64, 10, 3
6586791.58, 12, 1|3
2995894.22, 5, 2|3
4068333.79, 3, 2|3
4170579.28, 0, 3
1329114.41, 8, 3
321787.02, 4, 1|3
4507570.87, 4, 1
2174845.48, 10, 2|3
9879399.0, 8, 3
1019207.94, 3, 2
3127009.54, 10, 4
8863981.92, 14, 1|2|3
2010778.09, 4, 1|3
1244805.76, 4, 1
939999.01, 2, 2
1411050.23, 0, 3
933725.67, 4, 1
5126034.0, 2, 3
406983.29, 0, 
8587748.77, 1, 2|3
5810238.23, 0, 
4021056.11, 1, 2
1310074.06, 4, 1
523549.16, 12, 1|3
4206323.97, 4, 1
3366344.94, 2, 3
8425706.85, 2, 2
8790145.5, 10, 3
4041869.35, 10, 3
7947516.96, 0, 3
6671153.67, 10, 1|3
106815.5, 0, 
7912851.55, 4, 1
337203.91, 0, 
9390722.49, 10, 3
28625.73, 0, 3
7024437.68, 4, 1
1298337.93, 5, 1|2
628313.22, 10, 3
1991191.4, 4, 1
5557844.7, 0, 
8522022.64, 44, 3|4
3044025.47, 6, 1|2
181457.63, 4, 1
1574099.28, 4, 3
5804813.47, 4, 1
3802252.29, 5, 1|2|3
6273674.35, 4, 3
8576558.24, 4, 3
3246480.72, 2, 3
229317.38, 0, 
2985920.97, 4, 1|3
4520153.7, 12, 1|3
9630038.62, 8, 2|3
2183540.57, 6, 1|3
3185101.45, 0, 
336325.02, 8, 3
6900476.93, 6, 3
8494013.32, 14, 1|3
4962003.01, 5, 1|2|3
7265806.1, 4, 1
705366.51, 4, 3
7752910.28, 1, 2|3
7811607.54, 7, 1|2|3
841211.89, 4, 1
4566756.29, 1, 2
9837476.35, 4, 1
7410739.17, 64, 1|4
975443.53, 4, 1
6842346.23, 60, 4
4788127.86, 0, 
4024820.84, 4, 1|3
1170176.99, 13, 2|3
4562441.12, 4, 1
26843.81, 6, 3
6673171.27, 0, 
7024547.62, 0, 3
456605.4, 4, 1
864816.68, 4, 1
1231210.44, 4, 1|3
9920618.42, 0, 
3951889.04, 4, 1
7079339.08, 8, 2|3
33190.04, 4, 1
927427.06, 3, 2|3
7055724.14, 6, 1|3
932469.2, 10, 1|3
930050.8, 3, 2|3
9855253.44, 2, 3
1502448.27, 5, 1|2
3534678.46, 0, 
8602079.39, 10, 3
6135983.28, 0, 
3507078.47, 6, 3
3777394.74, 4, 1
7868422.1, 10, 2|3
1102646.48, 1, 2|3
5335082.11, 10, 3
9468100.56, 10, 1|3
5548166.78, 14, 1|3
2000879.74, 4, 1
2928077.73, 4, 1
4830558.99, 10, 2|3
3624546.1, 5, 2|3
3211176.15, 6, 1|3
3831653.0, 6, 3
8107289.6, 14, 1|3
3528832.83, 6, 1|3
3911603.54, 6, 3
2411522.29, 4, 1
3846382.22, 6, 1|3
9583825.86, 17, 1|2|3
5247464.35, 1, 2
4285197.26, 0, 
8545068.69, 4, 1
7065746.59, 8, 3
1795488.14, 5, 1|2
993529.4, 0, 
2941909.72, 4, 1
113494.93, 12, 2|4
8454362.57, 8, 1|3
951012.71, 12, 1|3
5804115.22, 8, 3
3655327.95, 2, 2
347730.98, 8, 3
1344117.66, 12, 1|3
2968440.44, 0, 
8386106.09, 14, 1|3
600538.85, 10, 1|3
1496945.69, 0, 
3460862.55, 2, 3
9850503.14, 0, 
2264633.32, 1, 2
7137985.75, 13, 2|3
5758645.24, 4, 1
8152267.99, 3, 2
1281859.41, 4, 1
3167990.02, 5, 1|2|3
1900793.78, 0, 
1549162.14, 6, 3
8479167.08, 4, 1
2602917.91, 8, 3
7177272.47, 2, 3
1380748.44, 0, 
2675848.31, 0, 
4620828.05, 2, 3
78409.03, 6, 3
6722887.99, 5, 2|3
3280181.48, 3, 4
1500004.69, 14, 1|2|3
6317091.71, 6, 1|3
8942679.73, 0, 3
7563440.38, 4, 1
356316.02, 12, 1|3
3285379.17, 14, 1|2|3
3967372.61, 5, 1|2
3886528.81, 0, 
6191855.63, 4, 1
204990.77, 14, 1|3
7641617.05, 0, 
7790215.29, 17, 1|2|3
9855329.93, 2, 3
3200545.48, 0, 
3985738.46, 4, 1|3
6783572.15, 0, 
5156497.09, 10, 3
751169.73, 8, 3
3340972.53, 0, 
8802285.86, 12, 1|3
9022671.95, 4, 1
6775329.78, 4, 1|3
1627463.11, 0, 
4386585.21, 4, 1
274673.82, 8, 4
3398183.28, 13, 2|3
5446757.21, 11, 2|4
221120.3, 7, 1|2
435151.79, 2, 3
5474095.82, 4, 3
3046511.73, 14, 1|3
7832214.29, 0, 3
2281670.4, 12, 1|3
4957743.19, 0, 
8596362.05, 9, 1|2|3
7175174.68, 4, 1
1980265.45, 0, 
7963148.29, 4, 1
7412695.68, 8, 3
2954585.23, 2, 2
2098239.07, 0, 
7718199.68, 4, 3
3171858.64, 6, 1|4
5306171.67, 12, 1|3
1677112.91, 0, 
4161017.55, 0, 3
6397843.37, 2, 3
4152687.6, 4, 1
4489004.33, 2, 3
7331628.7, 10, 3
9797922.1, 4, 1
9816203.51, 0, 3
6912209.64, 8, 1|3
3123737.71, 1, 2
9244660.97, 12, 1|3
6768513.16, 10, 1|3
5424023.53, 6, 3
9857537.95, 48, 3|4
9683272.11, 1, 2
3093088.84, 3, 2
3767398.27, 2, 3
3322005.4, 2, 3
6661431.19, 2, 2
3868197.85, 0, 
2765493.96, 0, 3
5377573.69, 10, 2|3
35716.46, 0, 
6380584.72, 0, 
2596652.97, 0, 
2961278.56, 6, 1|3
4987015.7, 8, 1|3
9653539.01, 4, 1
3660172.67, 4, 3
1786651.99, 24, 1|4
3021801.11, 8, 2|3
7088724.82, 4, 3
218271.47, 10, 3
3028670.93, 2, 2
466802.27, 4, 1
9493763.03, 4, 1
7559472.18, 12, 1|3
5676539.18, 12, 1|3
9611524.28, 4, 1
8231849.47, 4, 1
3345636.73, 4, 1
474653.72, 6, 1|3
3593320.92, 2, 3
4041648.28, 5, 1|2|3
917232.41, 4, 1|3
4074368.69, 0, 
251832.18, 6, 3
2929115.43, 4, 1
8537419.96, 2, 3
7183504.98, 4, 3
6166055.91, 5, 1|2
5208144.26, 0, 
7307567.5, 5, 1|2
3164242.56, 4, 1|3
6640371.91, 22, 3|4
9476962.81, 4, 1
6816788.2, 6, 1|2
3891552.59, 8, 1|3
2561911.54, 0, 
7244218.18, 72, 1|3|4
1022496.1, 4, 1
2716347.43, 4, 3
7521803.5, 7, 1|2|3
4732540.48, 0, 
2063715.52, 4, 1
8070081.64, 22, 3|4
2618233.05, 5, 2|3
7560292.09, 0, 
4735021.58, 4, 1
4590112.45, 0, 
3738029.07, 0, 
2134717.97, 8, 3
350617.41, 10, 3
3119529.83, 4, 1
1633780.48, 2, 2
3594538.35, 6, 1|3
6935645.96, 0, 
3748082.53, 10, 1|4
484959.83, 8, 1|3
7483464.37, 12, 1|3
3176627.22, 3, 2
59508.27, 4, 1
4855762.34, 0, 
7675860.99, 8, 1|3
6740727.46, 10, 1|3
558973.52, 4, 1
1560465.47, 17, 1|2|3
2151437.47, 10, 1|3
7629583.17, 0, 
5925203.78, 0, 
3499824.72, 60, 4
1028527.7, 10, 3
3995640.88, 4, 1
4700671.41, 3, 2
6563092.36, 8, 1|3
7070753.65, 0, 
801080.17, 4, 1
3540711.4, 8, 2|3
1840190.66, 14, 1|3
8140631.81, 4, 1
4918063.03, 4, 3
5482624.1, 2, 2
8278269.45, 4, 1
2852499.77, 2, 3
1662674.5, 0, 
3509340.97, 0, 
2196889.47, 4, 1
298628.51, 2, 3
7547043.99, 10, 1|3
3655832.86, 8, 2|3
3209154.01, 4, 1
6951924.06, 8, 1|3
9209738.7, 8, 1|3
2337295.95, 0, 
7810052.89, 4, 1
1666431.11, 12, 1|3
4446247.24, 1, 2|3
5369417.11, 8, 1|3
2502407.5, 4, 1
2585379.88, 10, 3
2785284.07, 14, 1|3
4141208.7, 4, 1
3051134.02, 10, 3
8020426.74, 4, 1
2355233.27, 64, 1|3|4
1275848.1, 62, 2|4
2595436.21, 4, 1
8182731.26, 8, 1|3
5760585.45, 4, 3
3949873.96, 0, 
3376485.23, 5, 1|2|3
6805713.55, 0, 
1737796.88, 2, 2
8966850.35, 4, 1
4457515.13, 8, 1|3
5381242.03, 62, 1|2|3|4
5740373.15, 6, 1|2
4441233.63, 7, 1|2|3
3405053.05, 4, 1|3
6908963.88, 4, 3
6827434.74, 7, 1|2
2260560.06, 10, 3
9305403.48, 9, 1|2|3
9148674.93, 4, 3
430280.48, 4, 1
3528332.93, 0, 
2971796.98, 4, 1
198205.89, 0, 
6151973.91, 12, 1|3
8012273.18, 6, 1|3
1186583.82, 0, 
6229910.13, 4, 1|3
5329143.88, 0, 
3503900.97, 6, 1|3
5118883.84, 12, 1|3
4687225.36, 0, 
8975192.66, 8, 3
2673486.55, 0, 
3450789.5, 4, 1
346761.43, 0, 
1052115.47, 4, 1
8593079.41, 5, 2|3
2836440.38, 0, 
8787458.31, 4, 1
6643586.82, 2, 3
1503930.91, 10, 3
4311857.71, 4, 1
2443477.31, 50, 4
3562929.07, 6, 1|3
6246528.28, 9, 1|2|3
5841552.97, 10, 3
2191058.3, 4, 1
8010945.57, 0, 
8445651.41, 4, 1
1762164.47, 27, 1|2|3|4
5354620.91, 8, 3
6616055.1, 2, 3
2913110.21, 12, 1|3
3799391.64, 4, 1|3
2437675.76, 4, 1|3
215094.11, 12, 1|3
9577407.56, 2, 2
716514.41, 6, 3
9551259.47, 0, 
641166.91, 0, 
8809828.4, 4, 1
3613303.65, 12, 1|3
5905103.75, 4, 1
2368267.47, 4, 1
7604134.74, 0, 
9754657.1, 8, 1|3
6868330.91, 4, 1
8698504.73, 4, 1
3737163.15, 2, 3
3953110.2, 4, 1
7273056.65, 2, 3
8767373.83, 0, 
3960.89, 8, 1|3
8757882.92, 0, 
1399358.0, 12, 1|3
4532008.67, 0, 
576180.57, 4, 1
2222999.85, 0, 
9072029.24, 4, 1
5029250.58, 6, 1|2
2615127.59, 5, 2|3
2256248.7, 8, 3
929990.86, 4, 1
8489987.13, 0, 3
6359704.53, 4, 1
5666821.91, 1, 2
1285036.62, 0, 
963310.64, 0, 
8103261.27, 14, 1|2|3
8217375.97, 8, 3
6688638.31, 1, 2
5303169.02, 14, 1|3
5863737.33, 4, 1
7992794.49, 0, 
7868202.07, 17, 1|2|3
6035478.41, 6, 3
277293.97, 5, 1|2|3
1926301.14, 64, 1|4
1765881.77, 5, 1|2
9994910.44, 4, 1
8421512.47, 0, 
5909707.47, 0, 
1660789.24, 8, 1|3
8528646.72, 0, 
7152505.85, 1, 2
5088669.54, 6, 3
2577801.55, 8, 3
235247.98, 13, 2|3
4546515.83, 7, 1|2
2493940.97, 2, 3
3427732.34, 80, 4
6942350.23, 6, 3
5885467.74, 4, 1
8002991.92, 6, 3
729404.57, 5, 1|2
8218082.61, 14, 1|3
1052929.75, 8, 1|3
9230235.96, 4, 1
231499.91, 14, 1|2|3
8750146.34, 1, 2
8982088.26, 4, 3
1331390.81, 10, 3
7232525.56, 4, 1
2454868.76, 12, 1|2|3
4801.51, 10, 1|3
3309880.3, 10, 1|3
2488483.7, 4, 1|3
5372545.35, 4, 1
4998742.32, 52, 1|3|4
4556190.86, 4, 1
2632291.01, 2, 3
8888953.17, 14, 1|3
1167868.93, 0, 4
5080301.38, 0, 
7631491.53, 4, 1
8567782.42, 9, 1|2|3
8829455.82, 4, 1
361625.34, 10, 1|3
2944975.37, 4, 1
6888572.02, 4, 1
807914.73, 0, 
9850857.95, 0, 
6508137.87, 4, 1
8907593.06, 4, 1
8411924.12, 7, 1|2
8578062.2, 4, 1
2092499.0, 4, 3
2768181.59, 7, 1|2|3
128714.81, 4, 1
8114204.64, 4, 1
7556705.66, 14, 1|3
8734662.52, 4, 1
8281403.34, 4, 1
8368239.56, 1, 2
5099115.91, 0, 
9226770.88, 4, 1
9042704.17, 26, 1|3|4
7809715.44, 0, 
5513993.44, 0, 
9499031.25, 4, 1
3127142.55, 4, 3
2779644.65, 8, 3
1364824.75, 4, 1
8098368.71, 4, 1
1792462.17, 8, 2|3
6714660.97, 12, 1|3
8161260.62, 0, 
1206747.72, 3, 2
5276655.65, 8, 1|3
221316.14, 4, 1
1752681.69, 6, 1|3
2538680.28, 4, 1
5801930.18, 4, 1
7726376.46, 0, 
373830.72, 0, 
9378796.85, 4, 1
765544.62, 16, 1|4
5073411.86, 10, 1|3
6877146.04, 0, 
3692406.64, 40, 4
4795390.3, 4, 1
3172070.84, 6, 3
9264697.98, 4, 1
718928.65, 4, 1
8416627.23, 4, 1
8789487.67, 6, 3
7805413.26, 4, 1
6838934.1, 5, 1|2
9823938.42, 5, 1|2
4880502.36, 7, 1|2|3
6442394.72, 0, 
1999834.98, 8, 1|3
7626035.52, 10, 1|4
3566200.69, 6, 3
9099806.59, 4, 1
1606347.29, 4, 1
2800455.64, 10, 3
2402878.34, 2, 3
5700528.97, 4, 3
9204557.99, 0, 
9223754.5, 26, 1|3|4
2838364.33, 4, 1
4152334.7, 0, 
8434801.86, 4, 1
4520629.17, 7, 1|2|3
3840390.63, 15, 1|2|3|4
2734252.37, 14, 1|3
3750843.42, 30, 4
11240.89, 80, 4
4965894.67, 10, 3
1789020.12, 10, 3
7623629.35, 0, 
9666927.0, 24, 1|3|4
1700399.44, 4, 1|3
4771558.62, 1, 2
1433678.77, 12, 1|3
1759841.33, 6, 1|3
4376666.58, 5, 2|3
1976503.22, 0, 
2117500.43, 4, 1|3
3298696.63, 4, 1|3
854296.99, 0, 
8237252.09, 8, 3
5117363.08, 0, 
4747395.88, 10, 3
1583471.5, 6, 3
6413496.15, 0, 3
2398351.13, 4, 3
9838641.43, 5, 1|2
8831021.24, 13, 3|4
9068322.79, 4, 1
2765303.55, 10, 1|3
6353226.44, 4, 3
7215302.44, 14, 1|2|3
9337369.01, 4, 1
3958258.86, 3, 2|3
5885740.77, 4, 1
9030052.42, 6, 3
5791389.59, 1, 2
4422166.67, 8, 3
3137572.13, 2, 3
5812053.03, 0, 
7247583.12, 0, 3
5015565.2, 0, 
1440109.06, 2, 3
9760779.29, 0, 
7194802.27, 10, 3
163776.36, 2, 2
8886149.94, 1, 2
8090934.87, 0, 
3253016.3, 5, 1|2|3
3831557.05, 8, 1|3
5889116.6, 4, 1
6853720.74, 4, 1
9661007.65, 14, 1|3
8511466.79, 0, 3
8710931.16, 10, 3
1986775.61, 2, 3
6423655.28, 6, 3
8186096.73, 1, 2
2257819.17, 10, 1|3
9201482.79, 0, 
9743332.38, 8, 3
6711537.75, 2, 3
7954417.02, 6, 1|2
3140229.26, 2, 2
6768605.47, 10, 4
5163330.68, 4, 1|3
7259201.02, 4, 1
9758684.05, 3, 2|3
9549165.78, 0, 
3034463.47, 4, 1
6834069.67, 14, 1|3
9085850.56, 8, 2|3
6837955.83, 6, 3
73578.37, 10, 1|3
7111730.1, 8, 1|3
988823.69, 8, 3
862220.48, 2, 3
2754227.07, 3, 2
3032161.96, 4, 1
3162644.68, 9, 1|2|3
187723.34, 4, 1
5353814.98, 1, 2|3
9385952.08, 5, 1|2
8475381.95, 0, 
9223067.21, 3, 2
7584655.55, 8, 3
9853741.67, 2, 3
7721856.6, 12, 1|2|3
210026.97, 6, 1|3
1545477.11, 6, 1|3
731749.44, 5, 1|2
7052634.05, 8, 1|3
8445247.13, 4, 1
4453700.79, 6, 3
1766881.36, 0, 
3881424.43, 12, 1|3
5741628.5, 0, 
5819240.47, 2, 3
6818653.11, 0, 
3215843.07, 12, 1|2|3
2739848.56, 64, 1|4
9586931.23, 17, 1|2|4
5087146.22, 4, 1|3
9959051.82, 0, 3
2448737.59, 4, 1
5350132.48, 7, 1|2|3
6658311.71, 4, 1
8089543.22, 2, 3
470939.15, 8, 3
809181.56, 4, 1
5424470.99, 0, 
8916563.1, 4, 1
6219669.32, 0, 
4208852.51, 10, 1|3
2550671.33, 8, 1|3
3688837.27, 9, 1|2|3
3302364.98, 0, 3
2459439.61, 0, 
8773469.64, 0, 
2860331.95, 4, 1
1381171.57, 4, 3
5945618.42, 4, 1
7019165.18, 4, 1
6053158.15, 4, 1
2668886.06, 6, 1|3
1747827.92, 0, 
8737061.22, 4, 1
8826658.99, 4, 1
5513535.44, 6, 1|2
4739386.37, 10, 3
2460911.35, 0, 
2712291.84, 3, 2
145408.21, 12, 1|3
7662185.36, 7, 1|2|3
7184301.64, 4, 1
2053535.05, 2, 2
3032644.45, 10, 1|3
7897153.89, 0, 
8561812.59, 50, 4
4507373.86, 14, 1|3
4031567.87, 2, 3
3757818.26, 0, 
7961287.21, 14, 1|3
3762750.4, 0, 
2871403.34, 12, 1|3
3901069.93, 0, 
7664291.16, 0, 
6500452.75, 4, 1
9456772.05, 4, 1
5827516.99, 4, 1
5333942.11, 12, 1|2|3
899764.22, 9, 4
8542598.0, 0, 
3819605.75, 2, 3
6662203.57, 6, 3
155241.75, 0, 
513536.6, 4, 1
6071251.22, 5, 1|2
9340922.61, 6, 1|2
1678642.77, 6, 1|3
8312132.97, 8, 1|3
2311638.74, 6, 3
2674054.05, 4, 1
4632506.0, 0, 
1748271.69, 14, 3|4
1205524.78, 6, 3
528289.11, 12, 1|3
4555770.54, 4, 1
6050577.69, 2, 2
2550698.5, 4, 3
373824.04, 8, 3
8951626.15, 8, 1|3
7314188.55, 30, 3|4
9453355.81, 0, 
7543014.55, 8, 3
978835.19, 6, 1|3
6974431.43, 4, 1
3264664.55, 6, 1|3
3542377.7, 0, 
6643736.8, 4, 1
7448027.77, 4, 1|3
5169822.2, 0, 
1473452.23, 0, 3
9680372.37, 6, 1|3
2903269.13, 4, 1
7010424.53, 4, 3
9310334.63, 3, 2
6579968.65, 4, 1
6249580.82, 18, 1|3|4
9579215.42, 8, 1|3
2394947.13, 7, 1|2|3
1289915.46, 0, 
7736999.12, 0, 
3901042.43, 4, 1|3
9460642.64, 5, 1|2
1224484.34, 3, 2
9527811.03, 0, 
201631.15, 0, 
549574.59, 10, 3
8647700.86, 0, 
8540781.75, 10, 3
6941456.29, 9, 1|2|3|4
198812.14, 14, 1|2|3
8776585.94, 0, 3
168063.66, 6, 1|3
2875620.32, 4, 3
8287379.44, 4, 1
2083314.68, 6, 1|2
8895993.69, 5, 1|2
9662990.37, 4, 1
7123078.27, 0, 3
9930498.52, 12, 1|3
7067737.91, 4, 1
997692.08, 0, 
923006.06, 80, 4
1639299.2, 1, 2
5365687.7, 8, 1|3
2004133.53, 4, 1
2417719.88, NaN, 4
9337872.35, 0, 
1440695.56, NaN, 1|2|4
5647704.79, 5, 1|2
9374804.5, 0, 
1258859.72, 1, 2
3484757.26, 4, 1
2762907.09, 0, 
2205657.68, 10, 3
7656123.7, 0, 
3580847.28, 40, 4
859824.23, 14, 1|3
3863631.54, 0, 
7227594.44, 1, 2
4964562.29, 0, 3
1742993.91, 34, 1|3|4
9438986.01, 6, 3
9422393.44, 14, 1|3
4456282.4, 4, 1
1372207.04, 0, 3
2756793.39, 0, 
3709675.11, 0, 
850208.96, 4, 1
3738239.69, 14, 1|3
3191767.08, 14, 1|3
172372.63, 0, 3
4250173.53, 1, 2
5210978.04, 4, 1
386726.81, 9, 1|2|3
9738393.37, 8, 1|3
6862606.34, 1, 2
7073946.82, 4, 3
5784639.8, 12, 1|3
7261108.47, 4, 1
5618183.66, 4, 1
5208568.52, 0, 
4026498.07, 4, 1
9996003.44, 6, 3
6228545.84, 4, 3
8763529.68, 2, 3
490301.11, 0, 
6492484.19, 4, 1
8065530.99, 1, 2
9458180.29, 4, 1
5307007.2, 40, 4
9810135.09, 5, 1|2|3
1341890.78, 4, 1
9707338.83, 0, 
2999025.42, 4, 1
3467320.02, 4, 1
3718159.61, 8, 1|3
3889637.54, 14, 1|3
39511.99, 0, 
1314246.3, 14, 1|3
4590682.08, 4, 1
2609479.65, 1, 4
5085358.45, 4, 1
1935232.29, 6, 3
4167161.83, 4, 1
8356382.07, 0, 
6591989.55, 11, 2|4
4526367.12, 12, 1|2|3
4974931.63, 8, 1|3
8195654.98, 0, 
8485915.08, 0, 
3316914.61, 14, 1|3
2963448.55, 14, 1|2|3
8915694.6, 4, 1
3821867.66, 0, 
680361.75, 6, 3
4346211.45, 0, 
9760708.09, 10, 3
6203588.58, 0, 
9676587.66, 10, 3
9630472.83, 0, 
2192640.59, 44, 1|4
8788015.49, 5, 2|3
3285810.19, 2, 3
2196009.61, 0, 
4957521.26, 12, 1|2|3
3959022.31, 0, 
2755112.59, 10, 3
1313603.59, 4, 3
4109313.03, 4, 1|3
654681.5, 4, 1
2825771.37, 0, 
6271160.02, 7, 1|2
5839624.17, 7, 1|3|4
8866539.87, 14, 1|2|3
4318086.0, 4, 1|3
6739591.85, 10, 1|3
6795097.5, 0, 
2283473.13, 10, 1|2|3|4
8035048.06, 0, 
3461838.83, 0, 
8142613.25, 4, 3
4533722.37, 2, 2
2427738.85, 4, 1
8176976.76, 10, 1|3
1197469.2, 0, 3
7634695.5, 0, 
282775.76, 10, 1|3
1344665.46, 8, 1|3
528235.23, 0, 
9616375.07, 0, 3
8975623.91, 4, 1
8381743.18, 4, 3
2319958.17, 2, 3
7132118.22, 6, 1|2
630494.66, 4, 1
3440059.13, 0, 
792798.49, 6, 3
2270389.32, 3, 2
7606976.67, 10, 3
3865267.7, 0, 
9871227.12, 6, 3
986083.61, 4, 3
5433406.43, 12, 1|3
9588640.51, 8, 2|3
7864715.91, 4, 1
9609261.98, 4, 1
5124320.74, 10, 3
6253684.77, 6, 3
8027901.74, 0, 3
8704157.52, 0, 
1061672.08, 0, 
7494075.9, 8, 1|3
5287008.26, 4, 1
8627554.58, 0, 3
9561663.86, 4, 1
8908504.03, 0, 3
835760.05, 8, 3
4389630.4, 4, 1
1323179.16, 12, 1|2|3
1752993.2, 6, 1|2
5904095.9, 10, 3
3188798.59, 4, 3
9836926.81, 4, 3
3432497.9, 4, 1
9302733.64, 6, 3
1534700.12, 10, 3
2468801.59, 4, 1
1400844.82, 12, 1|3
6853634.66, 0, 
3357626.15, 4, 1
4692748.06, 2, 3
6202521.54, 5, 2|3
9741258.97, 10, 3
3784790.17, 4, 1
9266593.31, 4, 1
5629976.36, 4, 1
3678462.12, 10, 3
3321005.87, 0, 
4434712.04, 12, 1|3
8302907.22, 4, 1
5525558.75, 6, 1|3
4675819.87, 0, 
8050604.08, 14, 1|2|3
8865415.27, 12, 1|3
4528165.99, 14, 1|2|3
